"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CYB5R4",0.690832932701567,-0.00506865798147715,0.446,0.441,1
"AC091045.1",0.690889210245688,0.170766791337416,0.047,0.043,1
"MECP2",0.69104103031819,-0.00637128526948383,0.526,0.535,1
"CEBPB-AS1",0.691050223730829,0.530982878761182,0.01,0.008,1
"NOX3",0.691069683093412,0.500625937801952,0.016,0.014,1
"PARD6B",0.691112021815395,0.167385514377196,0.082,0.078,1
"PARTICL",0.691254457454082,0.543865512969187,0.011,0.01,1
"AP000753.2",0.691278094218245,0.37410757216538,0.01,0.008,1
"PCED1A",0.691301453036838,0.0522778017436112,0.275,0.269,1
"LETM2",0.691579498482042,0.12593433812683,0.213,0.209,1
"ADAMTS13",0.691580175857904,0.30101814416247,0.018,0.016,1
"CXXC5-AS1",0.691679082215351,0.417837707486632,0.011,0.01,1
"AL008635.1",0.691679082215351,0.320332287358267,0.011,0.01,1
"MAGEH1",0.691839797820257,0.107416601887675,0.165,0.162,1
"EFEMP2",0.691889305277776,-0.087519792206872,0.017,0.019,1
"ZNF687",0.691909090021267,0.117571908361137,0.124,0.119,1
"AC246787.2",0.692026644045277,0.232065361053666,0.027,0.024,1
"TRAPPC9",0.692031419555632,0.0019969216729474,0.491,0.481,1
"PGM2L1",0.692065358805531,-0.0627818228633124,0.179,0.187,1
"AKAP17A",0.692068362889187,-0.0425216000916546,0.595,0.578,1
"FAM89A",0.692131073388624,0.169960228548748,0.058,0.054,1
"AC019080.1",0.692316201143906,0.482085401146299,0.011,0.01,1
"AC090772.1",0.692328421858471,0.358457714087034,0.016,0.014,1
"MOCS2",0.692389269768662,-0.0055856011687716,0.193,0.203,1
"MIR302CHG",0.692405449218248,0.280855057668867,0.018,0.016,1
"MAP7",0.692620314141563,-0.0768958894003049,0.027,0.03,1
"RRP9",0.692636315460958,0.0345298968683441,0.155,0.149,1
"POT1",0.692676933080662,-0.0758953786649736,0.104,0.11,1
"RBM44",0.692735660901959,0.488344584507729,0.018,0.016,1
"HMGCR",0.692751795790751,-0.0926066119049622,0.176,0.182,1
"IGKV2-24",0.692776027336238,-1.78980490072444,0.023,0.025,1
"CACNB4",0.692873969700149,0.364247301390487,0.01,0.008,1
"RIBC2",0.692873969700149,0.3457386736159,0.01,0.008,1
"AL158163.2",0.692896256505555,0.206905324031962,0.023,0.02,1
"ZNF300",0.69327160956519,0.110566090817158,0.021,0.019,1
"C3orf33",0.693318888869352,0.130480740681838,0.048,0.052,1
"GNAL",0.693363175351118,0.213109611354276,0.086,0.083,1
"DDX11",0.693489963265329,0.0321914930534781,0.183,0.176,1
"PHF8",0.693767388726285,0.121570155657866,0.21,0.208,1
"ZDHHC16",0.694141168663876,0.0396661757218997,0.106,0.113,1
"PLGLB2",0.694171606383011,0.364152024712599,0.013,0.011,1
"DDX28",0.694175014441683,-0.00355962597097292,0.109,0.114,1
"AC245297.2",0.69420254794245,0.297515924460294,0.017,0.015,1
"MCF2L-AS1",0.694228863051254,0.384436162921447,0.011,0.01,1
"AC025165.2",0.694253262921029,0.149330270512289,0.042,0.039,1
"PRR34-AS1",0.694348675020111,0.0729477757579966,0.076,0.082,1
"RPS6KC1",0.694429482399055,0.0137601483569894,0.195,0.205,1
"AL137009.1",0.69454691831092,0.142634236536245,0.017,0.015,1
"MIR4458HG",0.694571359658341,0.323955707721063,0.013,0.011,1
"KIAA0100",0.694602175956709,0.0401285731410319,0.316,0.316,1
"AC092068.2",0.694846453598752,0.374159902560271,0.014,0.012,1
"WDR64",0.694848447282564,0.503938371473147,0.016,0.014,1
"TMEM14C",0.69487228488721,-0.0656266373405665,0.434,0.45,1
"SUPT5H",0.694884047269598,-0.00195858465083043,0.636,0.624,1
"PIFO",0.694927813145976,0.241152950300745,0.01,0.008,1
"AP000779.1",0.694982493611305,-0.235305037987661,0.034,0.037,1
"MAP4K5",0.694983969656206,-0.0432019840170565,0.482,0.495,1
"WDR92",0.69528760308386,0.308231072753847,0.061,0.057,1
"ADORA2A-AS1",0.69540811996504,0.255022533086827,0.017,0.015,1
"AC020558.1",0.695414255307408,0.255737372398317,0.014,0.012,1
"MT-CO2",0.695577880263818,-0.0315598543781759,1,1,1
"ABITRAM",0.695755622099742,0.0149707246417607,0.114,0.12,1
"TTC27",0.695870410392595,0.100702529461507,0.199,0.196,1
"DNLZ",0.695899221426308,0.0214708057051394,0.406,0.393,1
"SNRK-AS1",0.696037730244768,0.228407295610227,0.021,0.019,1
"AC025259.3",0.696171589973954,0.189286269680812,0.014,0.012,1
"DHX57",0.696219195089276,-0.0215169926409455,0.148,0.154,1
"HSPA14.1",0.696246146912626,0.0205049523383773,0.176,0.187,1
"TTC34",0.696470248195443,0.21143915756953,0.016,0.014,1
"DUSP7",0.696519395711665,-0.0217878379430356,0.031,0.034,1
"NPM2",0.696526797338423,0.17671528661254,0.01,0.008,1
"AP1AR",0.696619983914174,-0.0712916555847838,0.128,0.134,1
"AC010260.1",0.696786859871892,0.264687391068774,0.017,0.015,1
"AL355001.2",0.696789451576729,-0.0239170133558826,0.055,0.059,1
"KCNJ14",0.696961834268035,0.269860570524052,0.02,0.017,1
"PCOLCE2",0.696983898139278,0.364616994383487,0.01,0.008,1
"AC139768.1",0.696995035330963,0.29545504075021,0.011,0.01,1
"DSTYK",0.697045081829482,0.0512846399456093,0.178,0.172,1
"CBWD3",0.697115160594612,-0.052033145484744,0.034,0.037,1
"AP000977.1",0.697278620373934,0.00675703962279162,0.023,0.025,1
"BIRC6",0.697282947610298,-0.0410459283777676,0.75,0.761,1
"LINC01284",0.697308160009011,0.527433405222522,0.014,0.012,1
"MED12",0.697360088967361,0.139723943823591,0.138,0.133,1
"AC092329.4",0.697363896522927,0.0569954999819346,0.072,0.078,1
"CLASRP",0.697623815791904,0.0126093175179042,0.575,0.57,1
"PSPH",0.697678406635371,0.0971821394415771,0.106,0.102,1
"DCUN1D4",0.697682681099416,-0.186921923127587,0.142,0.145,1
"ERGIC2",0.697692775915019,0.0385595758687465,0.355,0.377,1
"A2ML1-AS1",0.697772435261028,0.394509378334861,0.013,0.011,1
"PRR7-AS1",0.697913015105558,0.22031912437031,0.016,0.014,1
"PTOV1-AS2",0.697924272561211,0.2600721294974,0.034,0.031,1
"DAG1",0.697993803060453,-0.0226304725615982,0.104,0.111,1
"KLHL42",0.698093154179556,-0.0718443554256298,0.148,0.155,1
"AC242842.1",0.698128825452515,-0.0331004214799027,0.048,0.052,1
"BX293535.1",0.698186557682882,0.153664760803277,0.02,0.022,1
"PFAS",0.698344957226429,0.0885373524008308,0.089,0.085,1
"WWP2",0.698528198510121,-0.0595468969413465,0.512,0.512,1
"SMIM19",0.69860548111741,0.0588284831437649,0.403,0.397,1
"SCAT1",0.698635017184912,0.203929014102758,0.014,0.012,1
"PRDM11",0.698728437009329,-0.125037028509394,0.035,0.038,1
"ZNF419",0.699010513933098,0.35558028979909,0.039,0.037,1
"LINC00910",0.699051198418025,-0.0168187495611044,0.537,0.533,1
"C1RL-AS1",0.699179423442645,0.0797952870506542,0.079,0.074,1
"ZFP28",0.699583336652107,0.18840362352005,0.014,0.012,1
"EPG5",0.700054248822262,-0.100798658639357,0.168,0.175,1
"ARHGAP5-AS1",0.700079211971377,0.211168060726036,0.016,0.014,1
"STX1B",0.700152552589256,-0.155679797459193,0.011,0.013,1
"PTBP1",0.700188722793463,-0.0416266235574171,0.65,0.667,1
"ZNF691",0.700288096895899,-0.0877385981172418,0.035,0.038,1
"SLC8B1",0.700360996608128,0.137436515493647,0.131,0.129,1
"GTPBP6",0.700656020473802,-0.0384058243877479,0.578,0.584,1
"MED4",0.700831648965129,-0.042298825292765,0.481,0.498,1
"AL031283.1",0.700934610385122,-0.125116076153568,0.014,0.016,1
"ERMN",0.701141703874853,0.0564890741616555,0.055,0.051,1
"KLHDC1",0.701161293868735,-0.0930572966462258,0.066,0.071,1
"PSMD12",0.70127887942865,-0.0736746131452555,0.346,0.354,1
"NSF",0.701354658082467,0.0545154594939947,0.281,0.279,1
"AC105339.6",0.701436169024543,0.00232554557166686,0.017,0.019,1
"ZNF280B",0.701457451599298,0.016409959036948,0.027,0.03,1
"AC137894.3",0.701481379775733,0.240306793297103,0.014,0.012,1
"UFSP2",0.701549212241951,-0.00575797568250991,0.216,0.228,1
"AL451069.2",0.702051157873558,0.194241459332766,0.014,0.012,1
"STX18",0.702161695247167,0.0166448514666944,0.244,0.256,1
"RAI1",0.702374451583631,-0.0357481099615393,0.13,0.136,1
"TRIOBP",0.702499654702435,0.0280957968276745,0.2,0.213,1
"RAD23A",0.702606595872674,-0.0205216983847194,0.828,0.826,1
"SCYL2",0.702683434898891,0.0880585165884717,0.26,0.261,1
"AL161729.1",0.70275301462809,0.186101442970132,0.011,0.01,1
"CAPS2",0.702761227795073,0.228643415637424,0.039,0.037,1
"BAMBI",0.702912468221064,-0.229197600524518,0.021,0.024,1
"AC009120.2",0.702932140958092,-0.14689958841136,0.062,0.066,1
"CHKB",0.70296844368937,0.0319335451854077,0.704,0.684,1
"PLEKHA4",0.703162815267105,0.0643112199055977,0.017,0.019,1
"NPIPB2",0.703319859213918,0.26836178787353,0.017,0.019,1
"WARS2",0.703390563829834,-0.00294001904393082,0.33,0.344,1
"ZCCHC10",0.703637295734242,0.0454755917122909,0.265,0.259,1
"LARP4B",0.703641271367548,0.0296710921337768,0.384,0.39,1
"KHDRBS1",0.703656070807755,-0.00561756207372444,0.915,0.91,1
"MIR222HG",0.703728394278774,-0.206063428548562,0.051,0.054,1
"SCAMP1-AS1",0.703809017471128,0.0931483556743116,0.12,0.116,1
"SMN1",0.70391247229294,-0.153289566053997,0.025,0.028,1
"FRS2",0.703972602122635,0.103060964365213,0.219,0.215,1
"C11orf74",0.704185574465792,-0.00358980340979453,0.014,0.016,1
"AC009093.2",0.704206445705665,-0.109120664493963,0.117,0.124,1
"PAFAH1B2",0.704236700609636,-0.0290666249425096,0.258,0.247,1
"MRPL33",0.704316809527363,-0.0283422207051109,0.598,0.612,1
"TLR4",0.704369383526385,-0.431581008592449,0.008,0.01,1
"PITPNA-AS1",0.704635798743471,-0.132150702274334,0.193,0.199,1
"ZNF222",0.704726118880935,0.228757187418347,0.028,0.026,1
"TMEM9B-AS1",0.704824732193523,0.112500903367428,0.045,0.042,1
"BMF",0.704832250090419,-0.0202371116438309,0.047,0.05,1
"ARRDC3-AS1",0.70493431240611,-0.0911418631073055,0.154,0.159,1
"ZBTB37",0.705052812004355,0.152361187513071,0.058,0.054,1
"DCAF1",0.705114203917442,0.138153075106613,0.202,0.197,1
"CDC14B",0.705119042277575,0.175035930465131,0.093,0.089,1
"PCOLCE",0.705225053749774,0.105386839505194,0.052,0.048,1
"MIOS",0.705244811381035,0.0558603731597236,0.3,0.302,1
"AC068888.1",0.705343909663713,0.064952142281177,0.089,0.084,1
"ZBTB12",0.705456543931042,-0.140914787075602,0.008,0.01,1
"ZNF133",0.705927137471635,-0.0227645224176216,0.038,0.041,1
"RADX",0.706400220639374,-0.166239180911424,0.138,0.141,1
"LRRC37A2",0.706675820792785,0.112184086106286,0.072,0.068,1
"LINC01825",0.706761932840177,0.0906517154635571,0.008,0.01,1
"AC011773.4",0.706761932840177,-0.00433551130944654,0.008,0.01,1
"AC078929.1",0.706975464663522,-0.0822239289238569,0.028,0.031,1
"PHEX",0.707377118584827,-0.124266218675321,0.014,0.012,1
"EFCAB10",0.707407167844315,0.251097452145044,0.03,0.033,1
"TTC30B",0.707533821040014,0.107391004023071,0.078,0.074,1
"SMIM15-AS1",0.707632671021831,-0.0388305397438291,0.008,0.01,1
"TRAV14DV4",0.707737792055096,-0.0976155778289991,0.062,0.066,1
"POC1B",0.707825228646103,0.0185917207651158,0.223,0.222,1
"LINC01948",0.707834262215657,0.53012160332611,0.023,0.021,1
"CES2",0.707955606771568,0.0255962064679713,0.178,0.174,1
"CENPA",0.707990535681342,-0.0572549471264798,0.024,0.027,1
"CCDC6",0.707996370478681,0.0182317925422188,0.295,0.289,1
"AC021054.1",0.708020713230519,-0.129884704832596,0.055,0.058,1
"AC007220.1",0.708285975736453,-0.0251523171539123,0.008,0.01,1
"PIK3AP1",0.708323073063446,-0.218473226047428,0.315,0.308,1
"SPAG6",0.708369219459374,0.114271380925511,0.069,0.065,1
"HAPLN3",0.708442492341845,0.0236893891453742,0.159,0.155,1
"MSMO1",0.708443725985702,0.0731651219338514,0.171,0.166,1
"ZC3HAV1",0.708450841484052,0.0199333373272322,0.836,0.813,1
"AC073195.1",0.708683422754807,0.230748655051519,0.031,0.028,1
"AC005586.1",0.70876617532903,0.280522157652235,0.039,0.037,1
"TBC1D23",0.708882403122931,0.0691530182848334,0.281,0.274,1
"CGGBP1",0.708912355867894,0.0102737261260412,0.638,0.626,1
"ADGRE1",0.709103442352433,0.254562169656907,0.039,0.037,1
"TYW5",0.709125271291702,0.0638546779028766,0.126,0.121,1
"NR1D1",0.709145574242149,0.117377818340008,0.164,0.159,1
"GPATCH2L",0.70922219037207,-0.0605698952643303,0.243,0.249,1
"DUSP11",0.709396457159052,0.0104821042760834,0.378,0.376,1
"ZDHHC13",0.709511146873652,0.177627530916156,0.134,0.13,1
"STX12",0.709729443321812,0.101808386129317,0.371,0.369,1
"AC103563.7",0.709818831282978,0.201536052429146,0.054,0.05,1
"ISCA2",0.709981039031474,0.0208071929648823,0.302,0.299,1
"MYOSLID",0.710246569470015,-0.167033045577703,0.066,0.07,1
"AL021707.1",0.710344546564114,-0.0436279435858999,0.058,0.062,1
"UCKL1",0.710396687422388,-0.0604160363680752,0.427,0.443,1
"ADCY3",0.710442518872522,-0.0608117426341575,0.165,0.157,1
"GSTM1",0.710902089224087,-0.031904742249683,0.189,0.194,1
"MAP11",0.71099933775895,0.0251577872278776,0.268,0.262,1
"PDE2A",0.710999354926507,-0.0598231978717108,0.011,0.013,1
"EVA1C",0.711022649490605,-0.0204774582056277,0.134,0.127,1
"C12orf66",0.711051456993543,0.111601624098425,0.107,0.102,1
"ZBED5-AS1",0.711237528251459,-0.0297085511797786,0.117,0.124,1
"DTX3L",0.711290951923008,-0.0710638470984466,0.199,0.206,1
"AC092139.1",0.711555711558246,0.145895119542301,0.008,0.01,1
"CCDC25",0.711599351436534,0.00443030547458512,0.368,0.36,1
"ECPAS",0.711654663944137,-0.05460853621489,0.361,0.366,1
"NAP1L3",0.712258830875054,0.180639114904452,0.034,0.031,1
"SBNO1-AS1",0.712405440637522,-0.0248130017899264,0.109,0.114,1
"OGFRP1",0.712646807048176,0.110673267719103,0.008,0.01,1
"GPR15",0.712759840359338,0.0261665637168464,0.038,0.035,1
"INTS12",0.713333012318363,0.118792835453066,0.236,0.252,1
"CNOT6",0.713743027495783,0.0970790326212669,0.126,0.122,1
"FLYWCH2",0.713783058639986,-0.0494350740166722,0.231,0.243,1
"PLEKHA7",0.714269610631922,0.291323605180441,0.075,0.072,1
"AARSD1",0.714306451153094,-0.00125795075063806,0.248,0.26,1
"PRKX",0.714309282628732,-0.00676959934721934,0.635,0.633,1
"STIM1",0.714500002121637,-0.0355269018725791,0.498,0.486,1
"SSSCA1-AS1",0.714529983360404,0.0144233349861231,0.068,0.072,1
"AP001372.2",0.714636103175472,0.23139941180292,0.027,0.024,1
"TIMP2",0.714660757882761,-0.288299600633025,0.078,0.081,1
"AC092910.3",0.714807288341733,-0.0557964899238979,0.032,0.035,1
"PLCD3",0.715049285485967,0.12683354701994,0.008,0.01,1
"PHKA2",0.715110289483341,0.127974338576629,0.11,0.107,1
"SIGLEC6",0.715186727864461,-0.0832168908974187,0.094,0.089,1
"AL139106.1",0.715692735758559,0.138098578501537,0.045,0.042,1
"UBL4A",0.715765157420568,0.0643066411587427,0.172,0.167,1
"AP4S1",0.715871894992236,0.0224603981407321,0.094,0.1,1
"AC048382.5",0.715959122960567,0.0518259950217477,0.035,0.032,1
"FZR1",0.716201116621688,0.0364365204052803,0.291,0.284,1
"DPH5",0.7164118834453,-0.0354460810864818,0.21,0.22,1
"KLF13",0.716593642025291,-0.0326055236677005,0.753,0.778,1
"LINC00894",0.716661787477263,0.00790783143079565,0.048,0.052,1
"LPCAT4",0.716865268647341,-0.0290159397832788,0.309,0.32,1
"HNRNPM",0.716872157886218,-0.022156405541267,0.873,0.866,1
"TRIAP1",0.717106801238619,0.0560557644380679,0.33,0.33,1
"EIF3M",0.717150628628177,0.0174339747903056,0.876,0.859,1
"ACVR1B",0.717196601178654,0.120899695295215,0.054,0.05,1
"MSH5",0.717341368430635,0.165174128479458,0.073,0.07,1
"AL035634.1",0.717686012901625,0.197158117417194,0.069,0.065,1
"LINC01089",0.717867694585216,0.121544451975935,0.168,0.165,1
"AMY2B",0.717882126515651,0.195534886831604,0.052,0.049,1
"WDR91",0.717936786771707,0.0683458601662252,0.1,0.107,1
"TMED7",0.717940665144668,-0.0410348452372109,0.296,0.306,1
"ERVK3-1",0.718241315904306,0.0143596413009728,0.405,0.418,1
"SGMS1-AS1",0.718262925237692,0.0687413725828954,0.071,0.067,1
"GIMAP5",0.718326447879146,-0.183419110656508,0.395,0.366,1
"PPP3CB",0.718337094040136,0.0195636157341521,0.41,0.404,1
"FCF1",0.718370028394199,0.0834773292771387,0.226,0.22,1
"LRRC75A",0.718381306989854,-0.210369882610068,0.027,0.029,1
"LINC01970",0.71843892635799,-0.111076480551486,0.025,0.028,1
"RANBP10",0.718562789368784,-0.0338452406251033,0.176,0.185,1
"GALNT9",0.718625838908899,-0.350489830541408,0.016,0.017,1
"C17orf67",0.71869446421115,0.0643711737205193,0.094,0.09,1
"ACTL6A",0.718848344117786,0.0734338030948081,0.148,0.143,1
"MBD3",0.718942366591622,0.0492368624079447,0.22,0.219,1
"PEX11B",0.719053079962008,0.0962050859071146,0.168,0.168,1
"DNAH7",0.719324613268309,0.148066239406911,0.028,0.026,1
"ZNF502",0.71938859752937,-0.0211989874073657,0.018,0.021,1
"MED9",0.719653410282082,0.128158944085954,0.171,0.168,1
"OSBPL3",0.719657961933875,-0.101949468183697,0.339,0.347,1
"USP20",0.720082235931958,-0.00444504058981132,0.3,0.295,1
"RNF135",0.720153538221043,-0.115898904229777,0.147,0.151,1
"ABLIM1",0.720314414490778,0.014297033154664,0.676,0.66,1
"HNRNPLL",0.720654985799301,-0.212884765736839,0.316,0.316,1
"KRBA2",0.721024316342608,0.176369094246758,0.041,0.038,1
"AC025946.1",0.721284299816227,-0.0618160979425024,0.048,0.052,1
"GUF1",0.721732936257958,-0.000378914977473332,0.159,0.168,1
"ZMYM4-AS1",0.721988067672264,-0.0185026566150022,0.025,0.028,1
"WDR11-AS1",0.722049599709059,0.186834980619127,0.03,0.027,1
"PINX1",0.722089603628148,0.0580565557618211,0.186,0.182,1
"KLHL22",0.722108218302658,-0.0192244732321525,0.206,0.22,1
"DDHD1",0.722159697057178,-0.0276166234061119,0.432,0.446,1
"HIPK1-AS1",0.722675321838671,0.0547159344757051,0.082,0.078,1
"RAB15",0.722758264804509,-0.00707652405755077,0.018,0.021,1
"KCTD11",0.722758264804509,-0.0438128112271787,0.018,0.021,1
"ORAI3",0.722883290487249,0.0184760941791398,0.231,0.227,1
"ORC3",0.722951678057103,0.0581119128419134,0.19,0.201,1
"C16orf70",0.723001452374078,0.00168127265215068,0.099,0.104,1
"SLC30A4",0.723047532088665,0.00197131632496905,0.054,0.057,1
"SETDB1",0.723072292911263,-0.0462135601153246,0.237,0.246,1
"MCMBP",0.723123784233462,0.0515234712636361,0.327,0.328,1
"CCDC159",0.723151254455324,-0.0206719391628041,0.172,0.178,1
"LSM11",0.723218183471735,0.0917448015155697,0.018,0.021,1
"SLC7A7",0.723279293771198,-0.428091634092698,0.083,0.086,1
"PEAK1",0.723501083376486,-0.0926916136677547,0.196,0.199,1
"ZNF77",0.723585203584486,0.134288642900092,0.051,0.048,1
"BRCA2",0.723665972460109,0.143563192392344,0.094,0.091,1
"AFG3L2",0.723757022623776,-0.0435400498888412,0.36,0.37,1
"RTN4IP1",0.724000718820572,0.163630848415101,0.072,0.069,1
"BMPR1A",0.724317935017647,0.0103307190411739,0.097,0.103,1
"RBMS1",0.724381202262474,-0.0903493140631882,0.707,0.67,1
"EAPP",0.724385267668401,0.0188257739417585,0.701,0.687,1
"C17orf75",0.724398890952201,-0.0131556466801279,0.082,0.087,1
"MLF1",0.724474727442944,-0.0218836653491032,0.168,0.162,1
"SREBF2",0.724556383245919,-0.0186643627623925,0.553,0.55,1
"BIN1",0.724730353724479,-0.0467676732928715,0.818,0.822,1
"TRAV41",0.724848580707303,-0.00602277897130632,0.039,0.043,1
"SUMO4",0.724931457727241,-0.00322152763642158,0.016,0.017,1
"SSB",0.725081559100325,-0.000204694176948128,0.738,0.746,1
"CTPS2",0.725269449388737,0.109736746697671,0.055,0.059,1
"SLC17A5",0.725543994719168,0.0722376038739507,0.192,0.201,1
"PSMC3IP",0.72574285114696,0.345278408145395,0.023,0.021,1
"GARS-DT",0.72574897123511,0.050111929177274,0.21,0.218,1
"UBXN7",0.725945858114952,0.0408279612717475,0.336,0.33,1
"SIRPG",0.725963350355573,-0.247005636271129,0.291,0.286,1
"STAU1",0.725996840938735,0.0111625355461755,0.563,0.578,1
"ERV3-1",0.725997697532994,0.063640944043617,0.075,0.071,1
"SYT1",0.726101443167153,-0.19188960589333,0.047,0.043,1
"ARHGEF40",0.726247230164664,0.0738207131859596,0.048,0.045,1
"ZNF486",0.726324232658056,0.0482612224358645,0.048,0.052,1
"AC087276.2",0.726365808741908,0.278195918128167,0.044,0.041,1
"ODF3B",0.726464709861027,-0.108232770109118,0.193,0.201,1
"ASH2L",0.726585573971181,0.0934694396856361,0.202,0.197,1
"RARS2",0.726617907793535,0.00376384975083011,0.315,0.33,1
"TLR6",0.726814501430862,0.113487147912486,0.041,0.038,1
"ZNF616",0.727054713080717,0.12420659074179,0.018,0.021,1
"FBXO45",0.727133914579509,-0.0102388883592104,0.106,0.111,1
"TMEM178B",0.727150058236394,0.471990421999839,0.024,0.022,1
"SPACA6",0.727162285453348,-0.085255819216,0.034,0.037,1
"SMG9",0.727280926680154,0.0531103733300466,0.168,0.178,1
"ABCC11",0.727365625992042,0.424658707643249,0.021,0.019,1
"GOLGA3",0.727387236668451,0.0533547562663395,0.258,0.257,1
"AC244033.2",0.727513916272222,0.358973799305629,0.024,0.022,1
"RIPOR2",0.727571201908832,0.0308960765263686,0.914,0.926,1
"CERK",0.728232625834262,-0.115761203559071,0.389,0.388,1
"MANEA-DT",0.728318210658644,0.216161557185795,0.063,0.061,1
"SLC39A10",0.728552120819286,-0.00596638864028343,0.413,0.408,1
"FBXL12",0.728580415885114,0.049001072249987,0.244,0.24,1
"PHC3",0.728582496633084,-0.034421744080502,0.599,0.607,1
"AC073046.1",0.728661304835954,-0.197236760401426,0.052,0.055,1
"AL096701.4",0.728742563159126,0.326929822949546,0.023,0.021,1
"TAF1",0.728938054163348,-0.103830152364806,0.275,0.278,1
"AP001453.2",0.729101555075977,-0.0717434567096014,0.023,0.025,1
"HS1BP3",0.729294759938242,0.00289722773637191,0.166,0.175,1
"ZNF696",0.729368279234443,-0.0490500444758029,0.025,0.028,1
"FKBP5",0.729402596104246,-0.0961399721783438,0.343,0.346,1
"HTT",0.72964165266317,0.025824438149705,0.381,0.371,1
"HNRNPA1P48",0.729744754116088,0.0175004998346253,0.073,0.078,1
"GAN",0.729754636654356,-0.0912204109852293,0.09,0.095,1
"PITPNM2",0.729865135236829,0.0100180339704599,0.09,0.095,1
"SLC25A51",0.729872115113848,-0.0125870683518068,0.171,0.177,1
"LINC00893",0.729914159245266,0.140912704414154,0.099,0.096,1
"AP001318.2",0.729922812586693,0.0473123431825169,0.016,0.017,1
"SPIN1",0.729978775252037,0.0378623368029802,0.188,0.197,1
"AC093495.1",0.730098201292277,-0.0287277619237027,0.045,0.048,1
"TMEM147-AS1",0.730237648221774,0.0992621818551758,0.045,0.042,1
"GM2A",0.730248226252411,0.0698513578765243,0.137,0.133,1
"UXS1",0.730406108706935,-0.0338666794402795,0.324,0.313,1
"PDZD7",0.730471851464683,-0.179313898633433,0.013,0.014,1
"SLU7",0.730562750258079,-0.010284010998538,0.477,0.465,1
"PIK3R1",0.730681175291647,-0.129646095522892,0.773,0.727,1
"AP006284.1",0.730755826588749,0.0651088989989601,0.016,0.017,1
"USP9Y",0.730792181810284,0.190376385190914,0.15,0.148,1
"OVCA2",0.731014434830229,-0.036038007691009,0.296,0.31,1
"AL451085.2",0.731080874073051,-0.171640321602631,0.065,0.069,1
"PRPF40A",0.731096255878851,0.0187262896257124,0.745,0.751,1
"TMCO3",0.731246223936602,-0.0164376118178278,0.182,0.189,1
"AC022364.1",0.731258486382201,0.1574267103153,0.063,0.06,1
"AP000442.1",0.731264295204271,-0.0904952052784846,0.078,0.082,1
"AL133268.4",0.731321391226208,-0.00851795310432202,0.034,0.037,1
"CRTC1",0.731638897041758,0.0247231143800648,0.188,0.182,1
"MAP2K7",0.731822267703376,0.0522763888986655,0.355,0.356,1
"AC109472.1",0.731862139956859,0.334742365606256,0.021,0.019,1
"BX537318.1",0.731975462781219,0.0243628764798105,0.018,0.021,1
"ZNF236-DT",0.732343510443379,0.0262499690291551,0.104,0.11,1
"ACIN1",0.732455361177466,0.000334821656815198,0.623,0.626,1
"AREL1",0.732469871507188,-0.00788081122895345,0.216,0.224,1
"USP12",0.732497268162457,-0.0639289771596669,0.489,0.498,1
"DHX15",0.732643608012304,0.0192690436878369,0.45,0.434,1
"ZNF888",0.732682075388471,0.189579517928903,0.042,0.04,1
"AC138969.1",0.732799434893314,0.153281139631492,0.047,0.044,1
"USP13",0.732927485277459,-0.0867996528543848,0.12,0.125,1
"NBR2",0.732963356938151,-0.130867567599115,0.054,0.057,1
"AC122719.3",0.733198668103843,-0.254135095192908,0.024,0.026,1
"UBL7-AS1",0.733485807330194,0.130646313214336,0.113,0.11,1
"AP000919.2",0.7335507372728,0.185022595180452,0.023,0.021,1
"ZNF219",0.733900909233461,-0.0730817370472385,0.054,0.057,1
"NUDT6",0.733924164741457,0.103084441880401,0.016,0.017,1
"AL691432.2",0.734119749123945,0.100862525642738,0.096,0.092,1
"TIGD2",0.734603927533378,0.276335682705983,0.023,0.021,1
"ZNF574",0.734670066129431,-0.0178619782007301,0.192,0.185,1
"PTPN13",0.734731228329292,-0.00357918644290489,0.055,0.058,1
"MDFIC",0.73473589084286,0.0698787447955032,0.584,0.58,1
"ZNF432",0.734784374916611,0.0789334698260662,0.071,0.066,1
"FUT8",0.734825815731784,-0.212627735976633,0.544,0.53,1
"IVD",0.734833525578287,-0.0869053201960832,0.214,0.221,1
"TAF9B",0.735036149538811,0.0898225715037793,0.135,0.132,1
"BRF2",0.735122282873984,-0.036262602173176,0.11,0.116,1
"MAP3K21",0.735256508381557,0.101711029842261,0.023,0.025,1
"ATAD2B",0.735963578045796,0.00577841828355996,0.501,0.499,1
"KATNBL1",0.736147374554715,-0.0324882417526133,0.309,0.32,1
"FDXACB1",0.736158852194834,0.2075515767242,0.071,0.076,1
"RNF20",0.73646751962094,0.0398888125303882,0.21,0.208,1
"FBLN5",0.736657211275236,0.017596654774291,0.117,0.112,1
"DDX3Y",0.736931773323667,0.0884435954353697,0.188,0.196,1
"ZNF781",0.736961191266541,-0.212675546251128,0.01,0.011,1
"VWA8",0.737049193781777,-0.00884980653262168,0.295,0.305,1
"PTGES3",0.737261106415689,-0.0186862252086101,0.918,0.914,1
"BDP1",0.737355039154593,0.0748692443101782,0.611,0.626,1
"AP000944.6",0.737375448874822,-0.148470982744661,0.01,0.011,1
"AP4B1",0.737494479650609,0.0373248120557537,0.179,0.187,1
"ZNF408",0.737680446063571,0.116306138293268,0.113,0.11,1
"ENKD1",0.737692339053668,0.0838316641287475,0.037,0.04,1
