"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CHST12.9",2.58991779076247e-05,1.16071026897535,0.571,0.338,0.947935810596972,"10","CHST12"
"CTSC.6",2.60971411989825e-05,0.892652850742163,0.732,0.533,0.955181465023959,"10","CTSC"
"CALU.5",2.66649641733672e-05,1.00288119381893,0.518,0.255,0.975964353709412,"10","CALU"
"RBM25.3",2.68900193811509e-05,0.536601543532206,0.929,0.868,0.984201599369503,"10","RBM25"
"SLC19A2",2.69159684214694e-05,2.28189896072955,0.161,0.043,0.9851513601942,"10","SLC19A2"
"SYNGR3.5",2.70778378043413e-05,1.69852343943524,0.196,0.058,0.991075941476696,"10","SYNGR3"
"IKZF2.6",2.71233409321222e-05,1.23908309331025,0.321,0.125,0.992741401456605,"10","IKZF2"
"LIMK1.7",2.77401360876331e-05,1.02642742593321,0.5,0.237,1,"10","LIMK1"
"AP002807.1",2.77871369229707e-05,2.46276044766095,0.107,0.021,1,"10","AP002807.1"
"VIM.9",2.79462530459008e-05,-0.567757727658333,0.982,0.996,1,"10","VIM"
"CHN2.3",2.80869816362048e-05,2.14635584175981,0.143,0.035,1,"10","CHN2"
"RPS24.4",2.92197008422795e-05,0.180934919895284,1,1,1,"10","RPS24"
"RPS4Y1.6",2.93253081139777e-05,-2.23238278720641,0.071,0.343,1,"10","RPS4Y1"
"PHACTR2.8",2.93327739660393e-05,0.886881607812481,0.821,0.522,1,"10","PHACTR2"
"PDHA1.3",2.98679284569749e-05,0.98110458780666,0.589,0.301,1,"10","PDHA1"
"UTRN.4",3.0152202597506e-05,0.638105294655288,0.946,0.808,1,"10","UTRN"
"CBX4.3",3.07718491944062e-05,0.712968028195595,0.875,0.677,1,"10","CBX4"
"CFAP20.3",3.12656466551253e-05,1.03109678165587,0.643,0.403,1,"10","CFAP20"
"APEX2.4",3.13606945491647e-05,1.50079730869544,0.268,0.096,1,"10","APEX2"
"SGSM1.2",3.16460494950652e-05,2.14037214029292,0.125,0.028,1,"10","SGSM1"
"DLG5.3",3.30864012894555e-05,2.35242440004622,0.125,0.029,1,"10","DLG5"
"SF3B5.6",3.34497736592491e-05,0.506416935369822,0.946,0.886,1,"10","SF3B5"
"HLA-DQA1.10",3.36577378377184e-05,-1.58642193203696,0.482,0.648,1,"10","HLA-DQA1"
"AC131571.1",3.52289691427877e-05,1.95310987565855,0.161,0.042,1,"10","AC131571.1"
"PARP8.9",3.53479152601975e-05,0.546551857642148,0.946,0.805,1,"10","PARP8"
"AC011511.2",3.56587801297666e-05,1.93626108985484,0.161,0.043,1,"10","AC011511.2"
"LINC00339",3.62513467140492e-05,1.19129143566746,0.411,0.179,1,"10","LINC00339"
"ZBED3.1",3.79864418065192e-05,2.74012534780298,0.107,0.022,1,"10","ZBED3"
"CBLB.7",3.87931199746214e-05,0.64449420040849,0.857,0.698,1,"10","CBLB"
"RUNX2.5",3.92870619820963e-05,1.06442472514562,0.5,0.252,1,"10","RUNX2"
"RAB37.6",4.03707945502162e-05,1.10495021434037,0.589,0.317,1,"10","RAB37"
"CNOT2.3",4.13350252857395e-05,0.650711231455443,0.875,0.679,1,"10","CNOT2"
"TSEN54.8",4.26789288254256e-05,0.714101874478596,0.714,0.424,1,"10","TSEN54"
"OASL.7",4.29399412401894e-05,1.67874398738263,0.321,0.134,1,"10","OASL"
"NOD2.2",4.30723957497157e-05,2.19843734018733,0.143,0.036,1,"10","NOD2"
"KCTD7.2",4.32100895318418e-05,1.14750747133482,0.482,0.22,1,"10","KCTD7"
"ATG4D.3",4.42936836966418e-05,0.992525488720218,0.518,0.254,1,"10","ATG4D"
"LINC01973.1",4.6177968982213e-05,3.24422176888807,0.054,0.006,1,"10","LINC01973"
"ZNF157",4.6177968982213e-05,3.28770191879236,0.054,0.006,1,"10","ZNF157"
"C4orf46.1",4.63003901442349e-05,1.51573600335996,0.232,0.077,1,"10","C4orf46"
"ST6GALNAC6",4.72728932773639e-05,0.90385498484847,0.554,0.287,1,"10","ST6GALNAC6"
"LITAF.6",4.74273254662156e-05,0.4178605821396,0.964,0.911,1,"10","LITAF"
"EPB41L3.3",4.91007140901459e-05,1.54220633544107,0.089,0.016,1,"10","EPB41L3"
"RSRP1.3",4.96330086136586e-05,0.439200831138367,0.982,0.901,1,"10","RSRP1"
"NTPCR.1",4.99415904874594e-05,1.15812542404592,0.429,0.197,1,"10","NTPCR"
"KLRC4.6",5.03106450122954e-05,1.4272168166884,0.357,0.158,1,"10","KLRC4"
"PRMT2.7",5.03929113099533e-05,0.649377486981818,0.839,0.704,1,"10","PRMT2"
"CD79A.10",5.04573898045698e-05,-1.27212001156443,0.429,0.624,1,"10","CD79A"
"IPO9-AS1",5.18135092467209e-05,2.44296075832611,0.125,0.03,1,"10","IPO9-AS1"
"NFKB1.7",5.25130766593902e-05,0.507130296432213,0.964,0.912,1,"10","NFKB1"
"DGKQ.6",5.37562855858743e-05,1.04548721084018,0.411,0.179,1,"10","DGKQ"
"TGFB1.7",5.4741220378629e-05,0.485096673841066,1,0.983,1,"10","TGFB1"
"AC239803.1",5.58588567791449e-05,5.399906689542,0.018,0.001,1,"10","AC239803.1"
"CIDEC",5.58588567791449e-05,5.29650351669359,0.018,0.001,1,"10","CIDEC"
"KLHL6-AS1.1",5.58588567791449e-05,5.34031505188687,0.018,0.001,1,"10","KLHL6-AS1"
"AC112907.1",5.58588567791449e-05,5.88801209048767,0.018,0.001,1,"10","AC112907.1"
"AC079340.3",5.58588567791449e-05,5.24061292039131,0.018,0.001,1,"10","AC079340.3"
"AC123595.2",5.58588567791449e-05,5.43161742567416,0.018,0.001,1,"10","AC123595.2"
"AC073111.1",5.58588567791449e-05,5.48197656845262,0.018,0.001,1,"10","AC073111.1"
"AC018714.2.1",5.58588567791449e-05,5.49652063126129,0.018,0.001,1,"10","AC018714.2"
"AC138696.2",5.58588567791449e-05,5.3969069115984,0.018,0.001,1,"10","AC138696.2"
"AL512770.1",5.58588567791449e-05,5.37446885031333,0.018,0.001,1,"10","AL512770.1"
"AC004923.4",5.58588567791449e-05,5.35426215186335,0.018,0.001,1,"10","AC004923.4"
"NPTN-IT1",5.58588567791449e-05,5.35008496341601,0.018,0.001,1,"10","NPTN-IT1"
"CERS3-AS1",5.58588567791449e-05,5.37159753466137,0.018,0.001,1,"10","CERS3-AS1"
"LDLRAD4-AS1",5.58588567791449e-05,5.38602228802595,0.018,0.001,1,"10","LDLRAD4-AS1"
"AC007292.1",5.58588567791449e-05,5.38127811167705,0.018,0.001,1,"10","AC007292.1"
"CCDC116",5.58588567791449e-05,5.23844933233341,0.018,0.001,1,"10","CCDC116"
"IGLJ2",5.58588567791449e-05,5.37031961807049,0.018,0.001,1,"10","IGLJ2"
"AL807740.1",5.58588567791449e-05,5.27945869344515,0.018,0.001,1,"10","AL807740.1"
"LINC00850",5.58588567791449e-05,5.41709123612104,0.018,0.001,1,"10","LINC00850"
"RPL13.8",5.62698889961152e-05,-0.175504230666998,1,1,1,"10","RPL13"
"AC099677.4",5.65387178288512e-05,5.25311987161522,0.018,0.001,1,"10","AC099677.4"
"AL353771.1",5.65387178288512e-05,5.25529239109559,0.018,0.001,1,"10","AL353771.1"
"FAM72D",5.65387178288512e-05,5.18441115122975,0.018,0.001,1,"10","FAM72D"
"AC007881.4.1",5.65387178288512e-05,5.19188902130839,0.018,0.001,1,"10","AC007881.4"
"POTEE",5.65387178288512e-05,5.04221473419059,0.018,0.001,1,"10","POTEE"
"GHSR",5.65387178288512e-05,5.15121497628801,0.018,0.001,1,"10","GHSR"
"AC010468.2",5.65387178288512e-05,5.16501258479903,0.018,0.001,1,"10","AC010468.2"
"AL390067.1",5.65387178288512e-05,5.21595365431625,0.018,0.001,1,"10","AL390067.1"
"CFAP77",5.65387178288512e-05,5.20121739955801,0.018,0.001,1,"10","CFAP77"
"NEURL1-AS1.1",5.65387178288512e-05,5.427873776449,0.018,0.001,1,"10","NEURL1-AS1"
"ZNF705E",5.65387178288512e-05,5.13885880327613,0.018,0.001,1,"10","ZNF705E"
"FAT3",5.65387178288512e-05,5.21037823692389,0.018,0.001,1,"10","FAT3"
"AC074029.3",5.65387178288512e-05,5.21208785725402,0.018,0.001,1,"10","AC074029.3"
"AC009779.5.1",5.65387178288512e-05,5.22940685915396,0.018,0.001,1,"10","AC009779.5"
"LINC02343",5.65387178288512e-05,5.37465704640011,0.018,0.001,1,"10","LINC02343"
"AL365394.1",5.65387178288512e-05,5.25789788569591,0.018,0.001,1,"10","AL365394.1"
"AC013451.2.1",5.65387178288512e-05,5.12037193260564,0.018,0.001,1,"10","AC013451.2"
"AC009065.2",5.65387178288512e-05,5.23016676857938,0.018,0.001,1,"10","AC009065.2"
"CEMP1",5.65387178288512e-05,5.14483994404197,0.018,0.001,1,"10","CEMP1"
"PNMT",5.65387178288512e-05,5.29361657023047,0.018,0.001,1,"10","PNMT"
"SMIM6",5.65387178288512e-05,5.29620112484132,0.018,0.001,1,"10","SMIM6"
"AC027575.2.1",5.65387178288512e-05,5.38650352185688,0.018,0.001,1,"10","AC027575.2"
"RLN3",5.65387178288512e-05,5.24692721932229,0.018,0.001,1,"10","RLN3"
"AC010326.3",5.65387178288512e-05,5.35359882729868,0.018,0.001,1,"10","AC010326.3"
"AC006076.1",5.65387178288512e-05,4.87213973177969,0.018,0.001,1,"10","AC006076.1"
"LINC02601",5.65387178288512e-05,5.14671078784377,0.018,0.001,1,"10","LINC02601"
"WDSUB1.1",5.6636767690855e-05,1.34379509304671,0.321,0.13,1,"10","WDSUB1"
"TRIM54",5.72264117704545e-05,5.03250859737566,0.018,0.001,1,"10","TRIM54"
"IGKV2D-18",5.72264117704545e-05,5.03667184530174,0.018,0.001,1,"10","IGKV2D-18"
"DPP10",5.72264117704545e-05,4.97688282361162,0.018,0.001,1,"10","DPP10"
"AC024558.2",5.72264117704545e-05,5.0673308237926,0.018,0.001,1,"10","AC024558.2"
"AC011317.1",5.72264117704545e-05,4.93551445369253,0.018,0.001,1,"10","AC011317.1"
"STK32B.1",5.72264117704545e-05,4.90494955229425,0.018,0.001,1,"10","STK32B"
"LINC02465",5.72264117704545e-05,5.05989879971554,0.018,0.001,1,"10","LINC02465"
"FHL5",5.72264117704545e-05,4.88000526125707,0.018,0.001,1,"10","FHL5"
"LINC01392",5.72264117704545e-05,5.05892418523338,0.018,0.001,1,"10","LINC01392"
"AL357874.2",5.72264117704545e-05,5.2311026803229,0.018,0.001,1,"10","AL357874.2"
"AL807761.4",5.72264117704545e-05,5.04760699819532,0.018,0.001,1,"10","AL807761.4"
"TMEM236",5.72264117704545e-05,4.85479307499252,0.018,0.001,1,"10","TMEM236"
"TACC2",5.72264117704545e-05,5.15698239148675,0.018,0.001,1,"10","TACC2"
"MUCL1",5.72264117704545e-05,5.05844745991149,0.018,0.001,1,"10","MUCL1"
"TSPAN8",5.72264117704545e-05,5.04310502341127,0.018,0.001,1,"10","TSPAN8"
"ERICH6B",5.72264117704545e-05,4.98894939861118,0.018,0.001,1,"10","ERICH6B"
"SLITRK5",5.72264117704545e-05,5.13360413168485,0.018,0.001,1,"10","SLITRK5"
"AL136961.1",5.72264117704545e-05,5.01416290671548,0.018,0.001,1,"10","AL136961.1"
"WDR72",5.72264117704545e-05,4.69654433883014,0.018,0.001,1,"10","WDR72"
"FSD2",5.72264117704545e-05,5.10268056652414,0.018,0.001,1,"10","FSD2"
"AC007014.2",5.72264117704545e-05,5.09482328315004,0.018,0.001,1,"10","AC007014.2"
"AC137932.1",5.72264117704545e-05,4.94066481090001,0.018,0.001,1,"10","AC137932.1"
"AC021491.1",5.72264117704545e-05,5.16592949693188,0.018,0.001,1,"10","AC021491.1"
"NPTX1",5.72264117704545e-05,5.11669280417012,0.018,0.001,1,"10","NPTX1"
"AL049539.1",5.72264117704545e-05,4.94795652584952,0.018,0.001,1,"10","AL049539.1"
"NOL4L-DT",5.72264117704545e-05,5.11330470475137,0.018,0.001,1,"10","NOL4L-DT"
"AP000695.1.1",5.72264117704545e-05,4.92286681546792,0.018,0.001,1,"10","AP000695.1"
"RTL8B",5.72264117704545e-05,5.01547236159444,0.018,0.001,1,"10","RTL8B"
"DTNBP1.2",5.76646980392426e-05,0.911965558996513,0.625,0.369,1,"10","DTNBP1"
"LINC02391",5.80299038912412e-05,1.83339309861651,0.143,0.037,1,"10","LINC02391"
"SIT1.4",5.87894919347554e-05,-1.55724860863874,0.214,0.456,1,"10","SIT1"
"AL354733.1",6.07424791670584e-05,4.14784990514623,0.036,0.003,1,"10","AL354733.1"
"ZNF521",6.15124407360824e-05,4.14443185205076,0.036,0.003,1,"10","ZNF521"
"LINC02506",6.19008778682034e-05,3.9829103762377,0.036,0.003,1,"10","LINC02506"
"LMO4.2",6.23614886879636e-05,1.16301500720442,0.536,0.293,1,"10","LMO4"
"LINC01481",6.26847295131843e-05,4.05931792571252,0.036,0.003,1,"10","LINC01481"
"TAPBP.5",6.48784462709737e-05,0.441099672285623,1,0.939,1,"10","TAPBP"
"TGFBR2.5",6.5307319556153e-05,-0.983845080514447,0.554,0.689,1,"10","TGFBR2"
"AL355075.1",6.55028524119138e-05,3.64533371963739,0.036,0.003,1,"10","AL355075.1"
"AC005332.5",6.57674811447768e-05,2.52310403416103,0.107,0.023,1,"10","AC005332.5"
"RELL1.6",6.58398303787659e-05,1.05785274108819,0.518,0.29,1,"10","RELL1"
"GBF1.4",6.66478527075023e-05,0.809446989385855,0.643,0.39,1,"10","GBF1"
"LMNB2.1",6.68249132733811e-05,1.40581898275155,0.339,0.14,1,"10","LMNB2"
"RP9",6.79415674529608e-05,0.972067454675937,0.571,0.333,1,"10","RP9"
"ANXA1.9",6.830790597004e-05,0.525528614630172,0.964,0.739,1,"10","ANXA1"
"PEAK1.3",7.04211936777494e-05,1.16082296701816,0.411,0.195,1,"10","PEAK1"
"FCRL3.8",7.05240578276412e-05,0.780088910150824,0.518,0.254,1,"10","FCRL3"
"TIAM1.7",7.06835234721906e-05,0.987672689777475,0.411,0.189,1,"10","TIAM1"
"SNCA.1",7.11518693203389e-05,3.35618835737309,0.054,0.007,1,"10","SNCA"
"RBM39.5",7.19672197858676e-05,0.365311622220999,1,0.99,1,"10","RBM39"
"MT-ATP8.6",7.25388634016031e-05,0.502511004009883,0.964,0.891,1,"10","MT-ATP8"
"SATB1-AS1.5",7.28498011744573e-05,1.434055690444,0.339,0.147,1,"10","SATB1-AS1"
"AC107375.1",7.33391011059315e-05,3.23460753553234,0.054,0.007,1,"10","AC107375.1"
"XPA.2",7.43907506392599e-05,0.864097399287058,0.696,0.414,1,"10","XPA"
"POGLUT2.1",7.49401790719379e-05,3.18106007390037,0.054,0.007,1,"10","POGLUT2"
"RPS5.7",7.53080377395778e-05,-0.202914895830848,1,0.999,1,"10","RPS5"
"PAQR6.3",7.5815205625375e-05,2.83161204696094,0.089,0.017,1,"10","PAQR6"
"ZFP28",7.85193530129986e-05,2.92893865692561,0.071,0.012,1,"10","ZFP28"
"AC104316.1.3",7.90563490266855e-05,1.62084025700963,0.196,0.062,1,"10","AC104316.1"
"TSC22D1.4",7.94044121693232e-05,1.22223972764118,0.321,0.13,1,"10","TSC22D1"
"POFUT2.1",7.98876074235991e-05,1.03406520935241,0.464,0.226,1,"10","POFUT2"
"AKT3.7",8.00339444859611e-05,0.804534816539099,0.786,0.589,1,"10","AKT3"
"RRP12.4",8.05828664662374e-05,0.910762894046927,0.696,0.465,1,"10","RRP12"
"LMAN2L.2",8.07459271802982e-05,1.81233223381943,0.161,0.045,1,"10","LMAN2L"
"SETBP1.10",8.21540965951123e-05,-1.89804343862177,0.143,0.389,1,"10","SETBP1"
"TSHZ1.3",8.22636121390988e-05,1.0815245307355,0.464,0.23,1,"10","TSHZ1"
"ELMO2.5",8.34680100611224e-05,0.98749794412953,0.464,0.214,1,"10","ELMO2"
"SEPTIN2",8.51823501974834e-05,0.614719116196832,0.893,0.677,1,"10","SEPTIN2"
"HEBP1.3",8.58139487994357e-05,1.33527705618642,0.321,0.131,1,"10","HEBP1"
"DIP2A.5",8.68239434943909e-05,0.795459735068093,0.679,0.368,1,"10","DIP2A"
"FOS.10",8.72110394629235e-05,0.351929247852564,1,0.988,1,"10","FOS"
"PLAA.2",8.73675096813752e-05,0.924157554787442,0.643,0.378,1,"10","PLAA"
"KDM5B.2",8.75493305236347e-05,0.921950659974885,0.589,0.328,1,"10","KDM5B"
"IKBKG.2",8.96417543576197e-05,1.12928218529788,0.5,0.277,1,"10","IKBKG"
"SLTM.4",8.97784183616558e-05,0.592706584929842,0.929,0.761,1,"10","SLTM"
"ERVMER61-1.2",9.108695585123e-05,1.8567812823846,0.125,0.03,1,"10","ERVMER61-1"
"POU2AF1.10",9.19239920399928e-05,-1.8781511884446,0.214,0.441,1,"10","POU2AF1"
"MIB2.7",9.20857417394041e-05,0.964882976712498,0.625,0.367,1,"10","MIB2"
"NAA16.6",9.40077239254741e-05,1.09257387106,0.554,0.321,1,"10","NAA16"
"SOS2.1",9.47432919533059e-05,0.746264706997087,0.714,0.421,1,"10","SOS2"
"OGT.5",9.61034044311164e-05,0.758343605088194,0.839,0.627,1,"10","OGT"
"C2CD2.1",9.81988843194282e-05,1.83621882004968,0.179,0.055,1,"10","C2CD2"
"DDX3X.5",0.000100372603819502,0.575308563722571,0.964,0.885,1,"10","DDX3X"
"SLC25A29.1",0.000102703270326291,1.07151306221779,0.393,0.178,1,"10","SLC25A29"
"CALM1.10",0.000104833670726479,0.288134641756464,1,0.999,1,"10","CALM1"
"LTBP3.8",0.000107361094395625,0.924979134010559,0.589,0.337,1,"10","LTBP3"
"MT-CYB.2",0.000107482048123776,-0.272057312527473,1,1,1,"10","MT-CYB"
"SPATA2.1",0.000108273475484108,1.18931974249754,0.429,0.209,1,"10","SPATA2"
"AP000781.1.1",0.000109861551717294,3.53686611771738,0.054,0.007,1,"10","AP000781.1"
"HSPB1.5",0.000109962663324449,0.74723021319289,0.893,0.621,1,"10","HSPB1"
"LCP2.9",0.000110602298538877,0.591865556385732,0.839,0.64,1,"10","LCP2"
"WDR86-AS1.7",0.00011061373041303,1.1431278980835,0.464,0.231,1,"10","WDR86-AS1"
"ADCY9.5",0.000111153359697762,1.39624061399819,0.232,0.084,1,"10","ADCY9"
"BTG1.9",0.00011128885769389,0.349569722553315,1,0.997,1,"10","BTG1"
"SPN.9",0.000111404741041321,0.821632096859516,0.696,0.427,1,"10","SPN"
"AC004687.1.7",0.000112222846252604,0.711076348254074,0.714,0.462,1,"10","AC004687.1"
"EIF3C",0.00011231942264111,1.89004523310538,0.161,0.047,1,"10","EIF3C"
"CRIPT.4",0.000114839820641802,1.0831950748903,0.464,0.22,1,"10","CRIPT"
"ARF1.4",0.000117492551346886,0.349649064045019,1,0.969,1,"10","ARF1"
"MCL1.6",0.000118582625092914,0.387259091125064,1,0.903,1,"10","MCL1"
"FLOT1.5",0.000119425094316731,0.904682064795342,0.732,0.52,1,"10","FLOT1"
"SFMBT2.5",0.000119673007474408,1.06636037716269,0.482,0.267,1,"10","SFMBT2"
"AL358937.1",0.000119809432703035,3.22950507822662,0.054,0.007,1,"10","AL358937.1"
"FNDC3B.7",0.000121055042018286,0.861649137336958,0.5,0.29,1,"10","FNDC3B"
"STYXL1.5",0.000121259095144693,1.03660999976648,0.411,0.188,1,"10","STYXL1"
"SCLT1.2",0.000121406543874336,0.818164681023352,0.714,0.456,1,"10","SCLT1"
"SERPINB6.7",0.000122151882202378,0.895662088452161,0.589,0.342,1,"10","SERPINB6"
"GALNT4",0.000122627676028112,1.75650428679867,0.161,0.046,1,"10","GALNT4"
"AC004812.2",0.000123684401191576,1.59307549091694,0.196,0.064,1,"10","AC004812.2"
"ZNF347",0.00012372745866488,2.36519927629437,0.107,0.024,1,"10","ZNF347"
"ARRDC4.1",0.000124537831216099,2.04563453875941,0.125,0.031,1,"10","ARRDC4"
"ANO9.5",0.00012518698482627,1.09953197083118,0.518,0.271,1,"10","ANO9"
"MNS1.5",0.000125834063445471,2.23905356893236,0.089,0.018,1,"10","MNS1"
"SSBP2.3",0.000126114455318139,0.785357524585564,0.732,0.446,1,"10","SSBP2"
"SDF4.4",0.000126566564960588,0.601808460063603,0.929,0.683,1,"10","SDF4"
"PSEN2.1",0.000127795770117993,1.8064877829317,0.161,0.047,1,"10","PSEN2"
"TAOK3.5",0.00012899311682447,0.561760849719493,0.911,0.685,1,"10","TAOK3"
"SLA2.7",0.000128994270893383,1.01068272171955,0.411,0.199,1,"10","SLA2"
"AC099063.4.2",0.000129350406443027,2.08839665431275,0.125,0.032,1,"10","AC099063.4"
"IFRD1.5",0.000131733716487974,0.5282415101155,0.857,0.657,1,"10","IFRD1"
"SCLY.2",0.000133081840823958,1.19586346606381,0.321,0.133,1,"10","SCLY"
"ZNF761",0.000135556477813749,1.46099867446634,0.232,0.084,1,"10","ZNF761"
"MKRN2",0.000136848103894177,0.983617282481152,0.464,0.224,1,"10","MKRN2"
"HILPDA.1",0.000141142639980779,1.97720400408319,0.125,0.032,1,"10","HILPDA"
"LMNA.8",0.000141954895895063,0.499933991293499,0.875,0.634,1,"10","LMNA"
"CDK9.1",0.000143798967439302,1.0549849492756,0.625,0.382,1,"10","CDK9"
"SLC35D1.2",0.000145879998482495,0.990994377861609,0.429,0.206,1,"10","SLC35D1"
"RAB43.4",0.000148794210652713,1.38826596806125,0.339,0.155,1,"10","RAB43"
"AC080112.1.1",0.000149707659597423,2.62834484975784,0.089,0.018,1,"10","AC080112.1"
"FAM102A.7",0.000150265614230487,-0.984069648019648,0.446,0.602,1,"10","FAM102A"
"DANT2.1",0.000150661621919375,3.89420933667978,0.036,0.003,1,"10","DANT2"
"CMYA5",0.000152399037763225,3.63040727342756,0.036,0.003,1,"10","CMYA5"
"NCOA1.8",0.000152804371716234,1.00849631990071,0.661,0.453,1,"10","NCOA1"
"ATP6V1H.1",0.00015427468889306,0.817689008958404,0.679,0.45,1,"10","ATP6V1H"
"AL034397.2",0.000155040560562107,3.64162393776961,0.036,0.003,1,"10","AL034397.2"
"AC114730.1",0.000155930603040355,3.712125447442,0.036,0.003,1,"10","AC114730.1"
"PSPN",0.000156825452917014,3.47076571646991,0.036,0.003,1,"10","PSPN"
"CRIP1.6",0.000158902437435931,0.280912015406127,1,0.989,1,"10","CRIP1"
"RALY.5",0.000159981475251039,0.463596601203498,1,0.873,1,"10","RALY"
"IFI27L2.4",0.000160103518577694,-1.19632643855922,0.232,0.473,1,"10","IFI27L2"
"LINC00899",0.000161810955861237,2.98708238889122,0.071,0.013,1,"10","LINC00899"
"NME3.3",0.000162170918962341,0.639919219583543,0.893,0.727,1,"10","NME3"
"SLC16A3.2",0.000162700284518459,1.42277143319137,0.411,0.198,1,"10","SLC16A3"
"ATF7",0.000163411526257431,1.08049283312098,0.393,0.184,1,"10","ATF7"
"CXCR3.5",0.000166967366922652,0.852274875244429,0.554,0.326,1,"10","CXCR3"
"ARID4B.5",0.000168501162147053,0.456274423400578,1,0.927,1,"10","ARID4B"
"OTULINL.7",0.000169569170502856,1.40044223938828,0.429,0.217,1,"10","OTULINL"
"CUL3.5",0.000169665686062118,0.494385617632061,0.946,0.8,1,"10","CUL3"
"ASPH",0.000170899783333517,1.17460957322552,0.321,0.135,1,"10","ASPH"
"CA5B.5",0.000171255146496606,0.680947391847452,0.821,0.623,1,"10","CA5B"
"CSNK2B.5",0.000174859242404685,0.410922739085592,0.946,0.882,1,"10","CSNK2B"
"MXRA7.5",0.00017487043252131,0.762785630186998,0.482,0.222,1,"10","MXRA7"
"CLCN2",0.000175344700274505,3.29183776747692,0.054,0.007,1,"10","CLCN2"
"ZNF618.1",0.00017581928535777,2.09761716379203,0.107,0.025,1,"10","ZNF618"
"ACER3.3",0.000179672894983938,1.40607573006919,0.321,0.143,1,"10","ACER3"
"TBK1.4",0.000180570536156978,0.923081719558945,0.536,0.303,1,"10","TBK1"
"SPATA13-AS1.2",0.00018284091706481,2.81439344121349,0.071,0.013,1,"10","SPATA13-AS1"
"CLDND2.3",0.000184282144727608,1.76397507534826,0.143,0.039,1,"10","CLDND2"
"STMN3.7",0.000184818246973287,-0.925622533910233,0.286,0.53,1,"10","STMN3"
"TIPARP.6",0.000186090849475234,0.885000529397785,0.643,0.421,1,"10","TIPARP"
"CABIN1.5",0.000186932749091768,0.837692136319507,0.679,0.429,1,"10","CABIN1"
"ANKRD27.1",0.000187174196925528,1.29200121810734,0.393,0.19,1,"10","ANKRD27"
"AC009432.2",0.00018748664709407,2.90374951304809,0.054,0.007,1,"10","AC009432.2"
"MOSPD2",0.000193375745581312,1.58182702852298,0.232,0.087,1,"10","MOSPD2"
"MOB3A.9",0.000194903679645801,0.684905247215418,0.857,0.577,1,"10","MOB3A"
"GZMM.10",0.000196717314369124,0.974203539861286,0.732,0.535,1,"10","GZMM"
"SOCS2.5",0.000201351025393964,1.40529860155005,0.268,0.106,1,"10","SOCS2"
"TGFBR3.8",0.000205405614687436,0.687752245924086,0.661,0.358,1,"10","TGFBR3"
"EIF4A1.7",0.000208283295523303,0.313526070917252,1,0.985,1,"10","EIF4A1"
"RNPS1.2",0.000210570119731578,0.52193522369085,0.982,0.843,1,"10","RNPS1"
"TTLL1.2",0.000214347064499757,1.7099738861795,0.196,0.068,1,"10","TTLL1"
"RFTN1.7",0.0002147197646145,0.609878745207275,0.839,0.556,1,"10","RFTN1"
"ZNF692.1",0.000215427458488184,1.17232592992858,0.393,0.189,1,"10","ZNF692"
"GPR65.3",0.000219486290155267,0.715836951589945,0.679,0.392,1,"10","GPR65"
"MMP23B.6",0.000221133105836571,2.29823738363119,0.161,0.051,1,"10","MMP23B"
"GALE.1",0.000221383837048507,1.55831624819416,0.196,0.067,1,"10","GALE"
"CACNB1.3",0.000222382922739723,1.89329499408654,0.143,0.041,1,"10","CACNB1"
"IQGAP1.7",0.000223435661974237,0.519688826528441,0.946,0.886,1,"10","IQGAP1"
"SEC11A.6",0.000224704121457187,0.622677049821777,0.875,0.685,1,"10","SEC11A"
"MYBL1.9",0.000225269156208663,0.999125943790994,0.554,0.304,1,"10","MYBL1"
"CALCOCO2.1",0.000226413157203725,0.65453977650229,0.75,0.502,1,"10","CALCOCO2"
"FOXP1.6",0.000228064220534188,-0.611266269220694,0.982,0.939,1,"10","FOXP1"
"GRAMD1B.6",0.000229901673139113,1.41767762128009,0.25,0.1,1,"10","GRAMD1B"
"FUT11.5",0.000236077489802962,1.14830783482142,0.321,0.139,1,"10","FUT11"
"HLA-DRB1.10",0.000236731378936741,-1.16640402714248,0.661,0.772,1,"10","HLA-DRB1"
"SLC49A3.1",0.000238348149604611,2.73657149333877,0.071,0.013,1,"10","SLC49A3"
"TMEM11.1",0.000238648568981213,0.997629495070006,0.464,0.238,1,"10","TMEM11"
"NMNAT1.1",0.00023944487343169,2.06766835999388,0.125,0.033,1,"10","NMNAT1"
"RPL36A.8",0.000240667631620513,-0.273341374855693,1,0.999,1,"10","RPL36A"
"DANCR.3",0.000241493503688421,-0.747738864936423,0.607,0.704,1,"10","DANCR"
"CYP2R1.2",0.000241780903858822,1.17104419269815,0.375,0.175,1,"10","CYP2R1"
"ACOXL.2",0.000242648493946433,2.59495077514278,0.089,0.019,1,"10","ACOXL"
"CENPJ.1",0.000242954317915004,1.61995297995841,0.214,0.08,1,"10","CENPJ"
"TET3.5",0.00024520414804167,1.14602997130189,0.339,0.155,1,"10","TET3"
"PEBP4.3",0.000246051404817938,1.72497408748567,0.143,0.041,1,"10","PEBP4"
"CDIP1.1",0.000248648375783947,0.941587312025343,0.446,0.221,1,"10","CDIP1"
"LINC01970.1",0.000249732114291031,2.104157601685,0.107,0.026,1,"10","LINC01970"
"DMKN.2",0.000255946541193457,2.31542233401462,0.089,0.019,1,"10","DMKN"
